,img_path,label,type,pred,error
775,train_data/776.png,0,2,0,0
776,train_data/777.png,9,1,9,0
777,train_data/778.png,2,1,2,0
778,train_data/779.png,8,2,8,0
779,train_data/780.png,9,3,6,3
780,train_data/781.png,6,1,6,0
781,train_data/782.png,8,1,8,0
782,train_data/783.png,9,3,9,0
783,train_data/784.png,10,1,10,0
784,train_data/785.png,6,1,6,0
785,train_data/786.png,4,2,4,0
786,train_data/787.png,3,3,2,1
787,train_data/788.png,1,2,1,0
788,train_data/789.png,3,3,3,0
789,train_data/790.png,10,1,10,0
790,train_data/791.png,4,1,4,0
791,train_data/792.png,4,2,4,0
792,train_data/793.png,6,2,6,0
793,train_data/794.png,4,1,4,0
794,train_data/795.png,10,3,10,0
795,train_data/796.png,2,3,1,1
796,train_data/797.png,5,1,3,2
797,train_data/798.png,6,2,6,0
798,train_data/799.png,2,1,2,0
799,train_data/800.png,5,1,4,1
800,train_data/801.png,6,2,5,1
801,train_data/802.png,7,1,5,2
802,train_data/803.png,7,1,5,2
803,train_data/804.png,6,1,6,0
804,train_data/805.png,10,1,9,1
805,train_data/806.png,4,1,4,0
806,train_data/807.png,0,3,0,0
807,train_data/808.png,4,1,4,0
808,train_data/809.png,4,1,4,0
809,train_data/810.png,2,3,1,1
810,train_data/811.png,2,3,1,1
811,train_data/812.png,1,1,1,0
812,train_data/813.png,10,2,9,1
813,train_data/814.png,1,1,1,0
814,train_data/815.png,7,3,7,0
815,train_data/816.png,4,2,3,1
816,train_data/817.png,7,3,5,2
817,train_data/818.png,9,3,6,3
818,train_data/819.png,9,2,8,1
819,train_data/820.png,2,1,2,0
820,train_data/821.png,6,2,6,0
821,train_data/822.png,3,2,3,0
822,train_data/823.png,6,1,6,0
823,train_data/824.png,8,3,6,2
824,train_data/825.png,4,2,3,1
825,train_data/826.png,8,1,8,0
826,train_data/827.png,1,1,1,0
827,train_data/828.png,2,2,2,0
828,train_data/829.png,7,2,5,2
829,train_data/830.png,1,1,1,0
830,train_data/831.png,10,3,9,1
831,train_data/832.png,1,3,0,1
832,train_data/833.png,4,3,3,1
833,train_data/834.png,9,3,9,0
834,train_data/835.png,2,2,2,0
835,train_data/836.png,1,1,1,0
836,train_data/837.png,6,3,4,2
837,train_data/838.png,3,3,3,0
838,train_data/839.png,4,1,4,0
839,train_data/840.png,7,3,4,3
840,train_data/841.png,2,2,2,0
841,train_data/842.png,4,2,4,0
842,train_data/843.png,7,3,3,4
843,train_data/844.png,3,2,3,0
844,train_data/845.png,6,3,4,2
845,train_data/846.png,2,3,2,0
846,train_data/847.png,7,3,6,1
847,train_data/848.png,1,1,1,0
848,train_data/849.png,10,2,10,0
849,train_data/850.png,9,2,8,1
850,train_data/851.png,1,1,1,0
851,train_data/852.png,3,3,1,2
852,train_data/853.png,3,1,3,0
853,train_data/854.png,9,1,9,0
854,train_data/855.png,2,3,2,0
855,train_data/856.png,6,1,6,0
856,train_data/857.png,4,2,4,0
857,train_data/858.png,1,1,1,0
858,train_data/859.png,2,2,2,0
859,train_data/860.png,10,1,9,1
860,train_data/861.png,2,2,1,1
861,train_data/862.png,8,1,7,1
862,train_data/863.png,8,2,8,0
863,train_data/864.png,5,2,4,1
864,train_data/865.png,8,1,8,0
865,train_data/866.png,10,1,9,1
866,train_data/867.png,4,2,4,0
867,train_data/868.png,1,3,1,0
868,train_data/869.png,9,2,8,1
869,train_data/870.png,1,1,1,0
870,train_data/871.png,7,2,7,0
871,train_data/872.png,3,3,2,1
872,train_data/873.png,9,3,7,2
873,train_data/874.png,5,3,4,1
874,train_data/875.png,5,3,2,3
875,train_data/876.png,4,3,3,1
876,train_data/877.png,4,1,4,0
877,train_data/878.png,8,3,5,3
878,train_data/879.png,0,3,0,0
879,train_data/880.png,6,1,5,1
880,train_data/881.png,1,3,1,0
881,train_data/882.png,9,1,9,0
882,train_data/883.png,7,1,6,1
883,train_data/884.png,3,2,3,0
884,train_data/885.png,9,1,8,1
885,train_data/886.png,8,1,7,1
886,train_data/887.png,0,3,0,0
887,train_data/888.png,1,3,0,1
888,train_data/889.png,2,3,0,2
889,train_data/890.png,10,1,10,0
890,train_data/891.png,9,2,9,0
891,train_data/892.png,3,1,3,0
892,train_data/893.png,7,2,5,2
893,train_data/894.png,6,1,6,0
894,train_data/895.png,8,1,8,0
895,train_data/896.png,1,3,1,0
896,train_data/897.png,8,3,6,2
897,train_data/898.png,8,1,8,0
898,train_data/899.png,2,3,1,1
899,train_data/900.png,3,1,3,0
900,train_data/901.png,2,3,2,0
901,train_data/902.png,8,2,6,2
902,train_data/903.png,7,3,3,4
903,train_data/904.png,6,3,4,2
904,train_data/905.png,1,3,1,0
905,train_data/906.png,5,1,5,0
906,train_data/907.png,7,2,7,0
907,train_data/908.png,7,3,7,0
908,train_data/909.png,5,1,5,0
909,train_data/910.png,2,2,2,0
910,train_data/911.png,2,3,2,0
911,train_data/912.png,7,3,5,2
912,train_data/913.png,10,2,9,1
913,train_data/914.png,10,1,10,0
914,train_data/915.png,5,2,5,0
915,train_data/916.png,4,2,3,1
916,train_data/917.png,3,1,3,0
917,train_data/918.png,7,1,7,0
918,train_data/919.png,2,2,2,0
919,train_data/920.png,8,3,7,1
920,train_data/921.png,6,1,6,0
921,train_data/922.png,5,3,5,0
922,train_data/923.png,10,1,10,0
923,train_data/924.png,7,3,7,0
924,train_data/925.png,10,2,9,1
925,train_data/926.png,5,1,5,0
926,train_data/927.png,2,2,3,-1
927,train_data/928.png,8,3,7,1
928,train_data/929.png,1,2,1,0
929,train_data/930.png,4,1,4,0
930,train_data/931.png,7,2,7,0
931,train_data/932.png,8,1,8,0
932,train_data/933.png,0,3,0,0
933,train_data/934.png,8,2,6,2
934,train_data/935.png,9,2,9,0
935,train_data/936.png,7,1,7,0
936,train_data/937.png,8,2,7,1
937,train_data/938.png,5,3,3,2
938,train_data/939.png,9,2,9,0
939,train_data/940.png,6,1,5,1
940,train_data/941.png,5,2,5,0
941,train_data/942.png,5,3,5,0
942,train_data/943.png,4,1,4,0
943,train_data/944.png,4,2,4,0
944,train_data/945.png,3,3,1,2
945,train_data/946.png,7,2,7,0
946,train_data/947.png,0,3,0,0
947,train_data/948.png,3,3,2,1
948,train_data/949.png,1,3,0,1
949,train_data/950.png,7,1,7,0
950,train_data/951.png,2,3,1,1
951,train_data/952.png,2,1,2,0
952,train_data/953.png,4,1,4,0
953,train_data/954.png,9,3,6,3
954,train_data/955.png,7,1,6,1
955,train_data/956.png,10,1,9,1
956,train_data/957.png,2,1,2,0
957,train_data/958.png,6,1,6,0
958,train_data/959.png,8,3,8,0
959,train_data/960.png,9,1,9,0
960,train_data/961.png,4,1,4,0
961,train_data/962.png,8,3,3,5
962,train_data/963.png,6,1,6,0
963,train_data/964.png,10,2,10,0
964,train_data/965.png,1,2,1,0
965,train_data/966.png,7,1,6,1
966,train_data/967.png,8,1,7,1
967,train_data/968.png,2,3,2,0
968,train_data/969.png,7,1,7,0
969,train_data/970.png,1,2,1,0
970,train_data/971.png,9,1,8,1
971,train_data/972.png,2,2,2,0
972,train_data/973.png,3,2,3,0
973,train_data/974.png,2,3,2,0
974,train_data/975.png,5,3,4,1
975,train_data/976.png,1,2,1,0
976,train_data/977.png,7,1,7,0
977,train_data/978.png,3,3,2,1
978,train_data/979.png,9,1,9,0
979,train_data/980.png,6,3,2,4
980,train_data/981.png,3,2,3,0
981,train_data/982.png,1,1,1,0
982,train_data/983.png,4,3,2,2
983,train_data/984.png,1,3,1,0
984,train_data/985.png,8,2,7,1
985,train_data/986.png,7,1,5,2
986,train_data/987.png,0,2,0,0
987,train_data/988.png,10,1,9,1
988,train_data/989.png,7,3,6,1
989,train_data/990.png,10,1,10,0
990,train_data/991.png,2,1,2,0
991,train_data/992.png,5,1,5,0
992,train_data/993.png,6,2,5,1
993,train_data/994.png,3,2,3,0
994,train_data/995.png,1,2,1,0
995,train_data/996.png,8,1,8,0
996,train_data/997.png,5,1,5,0
997,train_data/998.png,1,2,1,0
998,train_data/999.png,6,3,3,3
999,train_data/1000.png,7,1,6,1
1000,train_data/1001.png,7,1,6,1
1001,train_data/1002.png,8,1,8,0
1002,train_data/1003.png,5,3,4,1
1003,train_data/1004.png,8,3,6,2
1004,train_data/1005.png,10,1,10,0
1005,train_data/1006.png,6,3,4,2
1006,train_data/1007.png,10,2,10,0
1007,train_data/1008.png,3,3,3,0
1008,train_data/1009.png,8,2,7,1
1009,train_data/1010.png,5,1,5,0
1010,train_data/1011.png,6,1,6,0
1011,train_data/1012.png,2,3,2,0
1012,train_data/1013.png,9,2,8,1
1013,train_data/1014.png,1,1,1,0
1014,train_data/1015.png,10,1,10,0
1015,train_data/1016.png,9,3,6,3
1016,train_data/1017.png,3,1,3,0
1017,train_data/1018.png,6,1,6,0
1018,train_data/1019.png,4,3,3,1
1019,train_data/1020.png,9,3,7,2
1020,train_data/1021.png,10,1,10,0
1021,train_data/1022.png,3,2,3,0
1022,train_data/1023.png,0,3,0,0
1023,train_data/1024.png,6,1,6,0
1024,train_data/1025.png,10,3,6,4
1025,train_data/1026.png,8,2,8,0
1026,train_data/1027.png,5,2,5,0
1027,train_data/1028.png,9,2,9,0
1028,train_data/1029.png,1,1,1,0
1029,train_data/1030.png,10,2,10,0
1030,train_data/1031.png,9,3,9,0
1031,train_data/1032.png,5,3,2,3
1032,train_data/1033.png,0,2,0,0
1033,train_data/1034.png,6,2,6,0
1034,train_data/1035.png,2,1,2,0
1035,train_data/1036.png,4,3,4,0
1036,train_data/1037.png,9,3,5,4
1037,train_data/1038.png,9,2,6,3
1038,train_data/1039.png,1,2,1,0
1039,train_data/1040.png,7,3,6,1
1040,train_data/1041.png,5,2,4,1
1041,train_data/1042.png,3,3,2,1
1042,train_data/1043.png,1,2,1,0
1043,train_data/1044.png,2,2,2,0
1044,train_data/1045.png,7,1,7,0
1045,train_data/1046.png,5,1,4,1
1046,train_data/1047.png,10,1,10,0
1047,train_data/1048.png,10,1,8,2
1048,train_data/1049.png,7,2,6,1
1049,train_data/1050.png,2,2,2,0
1050,train_data/1051.png,10,1,9,1
1051,train_data/1052.png,9,3,8,1
1052,train_data/1053.png,9,3,7,2
1053,train_data/1054.png,2,1,2,0
1054,train_data/1055.png,4,1,4,0
1055,train_data/1056.png,1,3,2,-1
1056,train_data/1057.png,7,2,6,1
1057,train_data/1058.png,1,1,1,0
1058,train_data/1059.png,5,2,6,-1
1059,train_data/1060.png,2,2,1,1
1060,train_data/1061.png,7,3,3,4
1061,train_data/1062.png,3,1,3,0
1062,train_data/1063.png,8,1,8,0
1063,train_data/1064.png,9,3,8,1
1064,train_data/1065.png,2,3,1,1
1065,train_data/1066.png,3,2,2,1
1066,train_data/1067.png,1,3,1,0
1067,train_data/1068.png,2,1,2,0
1068,train_data/1069.png,9,3,7,2
1069,train_data/1070.png,8,1,8,0
1070,train_data/1071.png,3,1,3,0
1071,train_data/1072.png,3,1,3,0
1072,train_data/1073.png,3,3,3,0
1073,train_data/1074.png,10,2,9,1
1074,train_data/1075.png,5,1,4,1
1075,train_data/1076.png,8,2,8,0
1076,train_data/1077.png,5,3,3,2
1077,train_data/1078.png,2,1,2,0
1078,train_data/1079.png,3,2,3,0
1079,train_data/1080.png,3,3,3,0
1080,train_data/1081.png,0,3,0,0
1081,train_data/1082.png,7,2,7,0
1082,train_data/1083.png,4,3,2,2
1083,train_data/1084.png,7,1,7,0
1084,train_data/1085.png,10,1,10,0
1085,train_data/1086.png,2,2,2,0
1086,train_data/1087.png,1,3,1,0
1087,train_data/1088.png,5,3,3,2
1088,train_data/1089.png,7,3,7,0
1089,train_data/1090.png,6,3,6,0
1090,train_data/1091.png,4,1,4,0
1091,train_data/1092.png,9,3,9,0
1092,train_data/1093.png,4,2,4,0
1093,train_data/1094.png,8,1,8,0
1094,train_data/1095.png,7,1,6,1
1095,train_data/1096.png,8,3,6,2
1096,train_data/1097.png,8,3,6,2
1097,train_data/1098.png,1,2,1,0
1098,train_data/1099.png,9,3,8,1
1099,train_data/1100.png,10,1,9,1
1100,train_data/1101.png,5,2,4,1
1101,train_data/1102.png,9,3,10,-1
1102,train_data/1103.png,0,2,0,0
1103,train_data/1104.png,5,3,5,0
1104,train_data/1105.png,4,3,4,0
1105,train_data/1106.png,2,2,2,0
1106,train_data/1107.png,5,2,3,2
1107,train_data/1108.png,2,2,2,0
1108,train_data/1109.png,3,3,3,0
1109,train_data/1110.png,8,3,6,2
1110,train_data/1111.png,3,1,3,0
1111,train_data/1112.png,4,2,4,0
1112,train_data/1113.png,2,3,2,0
1113,train_data/1114.png,9,1,9,0
1114,train_data/1115.png,10,2,9,1
1115,train_data/1116.png,5,3,4,1
1116,train_data/1117.png,8,3,8,0
1117,train_data/1118.png,2,2,2,0
1118,train_data/1119.png,4,1,4,0
1119,train_data/1120.png,5,3,3,2
1120,train_data/1121.png,1,1,1,0
1121,train_data/1122.png,2,1,2,0
1122,train_data/1123.png,9,2,7,2
1123,train_data/1124.png,7,3,5,2
1124,train_data/1125.png,8,3,6,2
1125,train_data/1126.png,4,2,4,0
1126,train_data/1127.png,10,2,10,0
1127,train_data/1128.png,4,3,2,2
1128,train_data/1129.png,9,2,9,0
1129,train_data/1130.png,2,3,1,1
1130,train_data/1131.png,9,3,8,1
1131,train_data/1132.png,8,2,8,0
1132,train_data/1133.png,6,1,6,0
1133,train_data/1134.png,3,3,2,1
1134,train_data/1135.png,2,3,2,0
1135,train_data/1136.png,8,3,6,2
1136,train_data/1137.png,7,3,6,1
1137,train_data/1138.png,5,2,5,0
1138,train_data/1139.png,3,2,3,0
1139,train_data/1140.png,3,3,1,2
1140,train_data/1141.png,2,2,2,0
1141,train_data/1142.png,10,1,10,0
1142,train_data/1143.png,8,2,8,0
1143,train_data/1144.png,5,3,4,1
1144,train_data/1145.png,7,3,6,1
1145,train_data/1146.png,2,1,2,0
1146,train_data/1147.png,3,1,3,0
1147,train_data/1148.png,7,3,7,0
1148,train_data/1149.png,4,1,4,0
1149,train_data/1150.png,4,3,3,1
1150,train_data/1151.png,3,1,3,0
1151,train_data/1152.png,7,2,7,0
1152,train_data/1153.png,6,3,2,4
1153,train_data/1154.png,6,3,5,1
1154,train_data/1155.png,9,2,8,1
1155,train_data/1156.png,6,1,6,0
1156,train_data/1157.png,10,3,5,5
1157,train_data/1158.png,1,2,1,0
1158,train_data/1159.png,2,3,1,1
1159,train_data/1160.png,1,1,1,0
1160,train_data/1161.png,3,1,3,0
1161,train_data/1162.png,3,3,3,0
1162,train_data/1163.png,5,1,4,1
1163,train_data/1164.png,8,2,7,1
1164,train_data/1165.png,6,2,6,0
1165,train_data/1166.png,4,1,4,0
1166,train_data/1167.png,6,2,6,0
1167,train_data/1168.png,3,3,3,0
1168,train_data/1169.png,9,2,9,0
1169,train_data/1170.png,5,2,5,0
1170,train_data/1171.png,6,1,6,0
1171,train_data/1172.png,6,2,5,1
1172,train_data/1173.png,2,2,2,0
1173,train_data/1174.png,6,1,5,1
1174,train_data/1175.png,9,3,8,1
1175,train_data/1176.png,5,2,5,0
1176,train_data/1177.png,10,1,9,1
1177,train_data/1178.png,2,1,2,0
1178,train_data/1179.png,2,3,2,0
1179,train_data/1180.png,6,3,5,1
1180,train_data/1181.png,5,3,3,2
1181,train_data/1182.png,0,2,0,0
1182,train_data/1183.png,9,1,9,0
1183,train_data/1184.png,5,3,4,1
1184,train_data/1185.png,3,1,3,0
1185,train_data/1186.png,8,2,7,1
1186,train_data/1187.png,1,1,1,0
1187,train_data/1188.png,9,1,8,1
1188,train_data/1189.png,5,1,4,1
1189,train_data/1190.png,7,2,7,0
1190,train_data/1191.png,6,2,6,0
1191,train_data/1192.png,7,1,7,0
1192,train_data/1193.png,3,3,3,0
1193,train_data/1194.png,9,1,9,0
1194,train_data/1195.png,9,1,9,0
1195,train_data/1196.png,1,2,0,1
1196,train_data/1197.png,7,2,8,-1
1197,train_data/1198.png,3,3,3,0
1198,train_data/1199.png,3,3,2,1
1199,train_data/1200.png,5,1,4,1
1200,train_data/1201.png,9,3,4,5
1201,train_data/1202.png,10,3,7,3
1202,train_data/1203.png,9,3,9,0
1203,train_data/1204.png,5,3,5,0
1204,train_data/1205.png,10,1,10,0
1205,train_data/1206.png,7,3,7,0
1206,train_data/1207.png,1,3,1,0
1207,train_data/1208.png,10,1,10,0
1208,train_data/1209.png,7,1,7,0
1209,train_data/1210.png,7,2,8,-1
1210,train_data/1211.png,4,1,4,0
1211,train_data/1212.png,7,1,7,0
1212,train_data/1213.png,2,1,2,0
1213,train_data/1214.png,5,2,5,0
1214,train_data/1215.png,4,2,4,0
1215,train_data/1216.png,4,2,4,0
1216,train_data/1217.png,6,3,4,2
1217,train_data/1218.png,4,2,4,0
1218,train_data/1219.png,5,2,5,0
1219,train_data/1220.png,9,1,9,0
1220,train_data/1221.png,2,2,2,0
1221,train_data/1222.png,3,1,2,1
1222,train_data/1223.png,9,1,7,2
1223,train_data/1224.png,9,2,9,0
1224,train_data/1225.png,9,1,9,0
1225,train_data/1226.png,6,3,5,1
1226,train_data/1227.png,1,1,1,0
1227,train_data/1228.png,8,2,8,0
1228,train_data/1229.png,10,1,9,1
1229,train_data/1230.png,2,1,2,0
1230,train_data/1231.png,6,3,5,1
1231,train_data/1232.png,1,2,1,0
1232,train_data/1233.png,1,2,2,-1
1233,train_data/1234.png,8,1,8,0
1234,train_data/1235.png,2,2,2,0
1235,train_data/1236.png,2,2,2,0
1236,train_data/1237.png,10,1,9,1
1237,train_data/1238.png,1,3,1,0
1238,train_data/1239.png,7,1,6,1
1239,train_data/1240.png,3,2,3,0
1240,train_data/1241.png,7,2,7,0
1241,train_data/1242.png,2,3,1,1
1242,train_data/1243.png,0,2,0,0
1243,train_data/1244.png,2,1,2,0
1244,train_data/1245.png,4,1,3,1
1245,train_data/1246.png,1,1,1,0
1246,train_data/1247.png,6,1,6,0
1247,train_data/1248.png,7,2,8,-1
1248,train_data/1249.png,6,3,5,1
1249,train_data/1250.png,4,2,4,0
1250,train_data/1251.png,9,1,9,0
1251,train_data/1252.png,9,3,8,1
1252,train_data/1253.png,8,3,5,3
1253,train_data/1254.png,8,3,6,2
1254,train_data/1255.png,4,2,4,0
1255,train_data/1256.png,2,1,1,1
1256,train_data/1257.png,8,1,6,2
1257,train_data/1258.png,8,1,7,1
1258,train_data/1259.png,8,3,7,1
1259,train_data/1260.png,10,3,10,0
1260,train_data/1261.png,9,3,7,2
1261,train_data/1262.png,1,3,1,0
1262,train_data/1263.png,8,1,7,1
1263,train_data/1264.png,6,2,5,1
1264,train_data/1265.png,8,2,6,2
1265,train_data/1266.png,1,2,1,0
1266,train_data/1267.png,1,2,1,0
1267,train_data/1268.png,5,1,5,0
1268,train_data/1269.png,1,1,1,0
1269,train_data/1270.png,9,2,8,1
1270,train_data/1271.png,5,2,5,0
1271,train_data/1272.png,5,3,2,3
1272,train_data/1273.png,4,1,4,0
1273,train_data/1274.png,1,1,1,0
1274,train_data/1275.png,8,2,8,0
1275,train_data/1276.png,7,2,8,-1
1276,train_data/1277.png,2,1,2,0
1277,train_data/1278.png,10,1,8,2
1278,train_data/1279.png,3,1,2,1
1279,train_data/1280.png,8,1,8,0
1280,train_data/1281.png,7,3,5,2
1281,train_data/1282.png,2,2,2,0
1282,train_data/1283.png,10,1,10,0
1283,train_data/1284.png,8,1,8,0
1284,train_data/1285.png,7,1,7,0
1285,train_data/1286.png,2,3,2,0
1286,train_data/1287.png,1,1,1,0
1287,train_data/1288.png,4,2,4,0
1288,train_data/1289.png,2,1,2,0
1289,train_data/1290.png,9,3,7,2
1290,train_data/1291.png,8,3,6,2
1291,train_data/1292.png,7,2,7,0
1292,train_data/1293.png,9,3,6,3
1293,train_data/1294.png,6,3,4,2
1294,train_data/1295.png,8,1,8,0
1295,train_data/1296.png,8,1,7,1
1296,train_data/1297.png,6,3,4,2
1297,train_data/1298.png,6,3,2,4
1298,train_data/1299.png,8,3,6,2
1299,train_data/1300.png,9,1,7,2
1300,train_data/1301.png,5,3,3,2
1301,train_data/1302.png,7,1,7,0
1302,train_data/1303.png,9,2,8,1
1303,train_data/1304.png,6,1,5,1
1304,train_data/1305.png,1,2,1,0
1305,train_data/1306.png,9,3,8,1
1306,train_data/1307.png,4,2,5,-1
1307,train_data/1308.png,9,2,8,1
1308,train_data/1309.png,1,1,1,0
1309,train_data/1310.png,9,3,9,0
1310,train_data/1311.png,7,3,7,0
1311,train_data/1312.png,3,2,4,-1
1312,train_data/1313.png,9,1,9,0
1313,train_data/1314.png,6,2,4,2
1314,train_data/1315.png,7,1,7,0
1315,train_data/1316.png,6,2,6,0
1316,train_data/1317.png,10,1,9,1
1317,train_data/1318.png,3,3,1,2
1318,train_data/1319.png,3,3,2,1
1319,train_data/1320.png,3,2,3,0
1320,train_data/1321.png,1,1,1,0
1321,train_data/1322.png,0,3,0,0
1322,train_data/1323.png,5,2,5,0
1323,train_data/1324.png,3,2,3,0
1324,train_data/1325.png,2,2,2,0
1325,train_data/1326.png,4,2,4,0
1326,train_data/1327.png,5,3,6,-1
1327,train_data/1328.png,3,3,2,1
1328,train_data/1329.png,6,3,5,1
1329,train_data/1330.png,2,1,2,0
1330,train_data/1331.png,5,3,4,1
1331,train_data/1332.png,7,2,7,0
1332,train_data/1333.png,2,3,2,0
1333,train_data/1334.png,9,1,9,0
1334,train_data/1335.png,6,1,6,0
1335,train_data/1336.png,3,3,2,1
1336,train_data/1337.png,6,1,6,0
1337,train_data/1338.png,8,1,8,0
1338,train_data/1339.png,7,2,7,0
1339,train_data/1340.png,7,2,7,0
1340,train_data/1341.png,0,3,0,0
1341,train_data/1342.png,3,2,3,0
1342,train_data/1343.png,8,2,8,0
1343,train_data/1344.png,6,2,5,1
1344,train_data/1345.png,2,2,2,0
1345,train_data/1346.png,10,1,9,1
1346,train_data/1347.png,8,3,7,1
1347,train_data/1348.png,4,1,4,0
1348,train_data/1349.png,3,2,4,-1
1349,train_data/1350.png,2,2,2,0
1350,train_data/1351.png,9,3,8,1
1351,train_data/1352.png,7,3,7,0
1352,train_data/1353.png,6,3,6,0
1353,train_data/1354.png,5,3,4,1
1354,train_data/1355.png,6,1,6,0
1355,train_data/1356.png,8,2,8,0
1356,train_data/1357.png,2,3,1,1
1357,train_data/1358.png,7,2,6,1
1358,train_data/1359.png,6,3,4,2
1359,train_data/1360.png,5,1,5,0
1360,train_data/1361.png,9,1,9,0
1361,train_data/1362.png,1,1,1,0
1362,train_data/1363.png,10,1,10,0
1363,train_data/1364.png,5,1,4,1
1364,train_data/1365.png,3,1,3,0
1365,train_data/1366.png,10,1,9,1
1366,train_data/1367.png,0,3,0,0
1367,train_data/1368.png,4,3,3,1
1368,train_data/1369.png,8,2,7,1
1369,train_data/1370.png,0,2,0,0
1370,train_data/1371.png,1,1,1,0
1371,train_data/1372.png,4,3,5,-1
1372,train_data/1373.png,3,1,3,0
1373,train_data/1374.png,9,2,8,1
1374,train_data/1375.png,1,3,1,0
1375,train_data/1376.png,2,2,2,0
1376,train_data/1377.png,9,2,9,0
1377,train_data/1378.png,6,2,6,0
1378,train_data/1379.png,8,3,7,1
1379,train_data/1380.png,6,2,5,1
1380,train_data/1381.png,3,2,2,1
1381,train_data/1382.png,5,2,5,0
1382,train_data/1383.png,10,1,10,0
1383,train_data/1384.png,1,2,1,0
1384,train_data/1385.png,7,2,8,-1
1385,train_data/1386.png,4,2,5,-1
1386,train_data/1387.png,4,3,3,1
1387,train_data/1388.png,4,2,4,0
1388,train_data/1389.png,7,3,4,3
1389,train_data/1390.png,4,3,2,2
1390,train_data/1391.png,9,3,7,2
1391,train_data/1392.png,2,2,3,-1
1392,train_data/1393.png,2,2,2,0
1393,train_data/1394.png,1,2,1,0
1394,train_data/1395.png,2,1,2,0
1395,train_data/1396.png,7,1,7,0
1396,train_data/1397.png,7,3,7,0
1397,train_data/1398.png,4,3,3,1
1398,train_data/1399.png,3,3,3,0
1399,train_data/1400.png,8,3,6,2
1400,train_data/1401.png,3,3,2,1
1401,train_data/1402.png,2,1,2,0
1402,train_data/1403.png,7,2,7,0
1403,train_data/1404.png,8,2,8,0
1404,train_data/1405.png,2,2,2,0
1405,train_data/1406.png,8,3,5,3
1406,train_data/1407.png,4,1,4,0
1407,train_data/1408.png,7,1,7,0
1408,train_data/1409.png,1,3,1,0
1409,train_data/1410.png,4,2,4,0
1410,train_data/1411.png,5,1,5,0
1411,train_data/1412.png,5,1,5,0
1412,train_data/1413.png,1,2,1,0
1413,train_data/1414.png,4,2,4,0
1414,train_data/1415.png,8,1,8,0
1415,train_data/1416.png,2,2,1,1
1416,train_data/1417.png,3,2,3,0
1417,train_data/1418.png,10,1,10,0
1418,train_data/1419.png,2,2,2,0
1419,train_data/1420.png,7,2,7,0
1420,train_data/1421.png,2,2,3,-1
1421,train_data/1422.png,6,3,2,4
1422,train_data/1423.png,6,2,6,0
1423,train_data/1424.png,6,1,6,0
1424,train_data/1425.png,5,3,5,0
1425,train_data/1426.png,5,2,5,0
1426,train_data/1427.png,0,3,0,0
1427,train_data/1428.png,5,1,5,0
1428,train_data/1429.png,2,3,2,0
1429,train_data/1430.png,6,3,6,0
1430,train_data/1431.png,7,1,7,0
1431,train_data/1432.png,9,1,9,0
1432,train_data/1433.png,7,1,7,0
1433,train_data/1434.png,7,2,7,0
1434,train_data/1435.png,6,1,6,0
1435,train_data/1436.png,7,1,6,1
1436,train_data/1437.png,5,1,5,0
1437,train_data/1438.png,5,2,4,1
1438,train_data/1439.png,10,2,10,0
1439,train_data/1440.png,3,3,2,1
1440,train_data/1441.png,4,1,4,0
1441,train_data/1442.png,7,2,7,0
1442,train_data/1443.png,1,1,1,0
1443,train_data/1444.png,6,2,6,0
1444,train_data/1445.png,7,1,7,0
1445,train_data/1446.png,1,3,0,1
1446,train_data/1447.png,1,1,1,0
1447,train_data/1448.png,2,1,2,0
1448,train_data/1449.png,3,3,3,0
1449,train_data/1450.png,2,1,2,0
1450,train_data/1451.png,9,2,8,1
1451,train_data/1452.png,1,2,1,0
1452,train_data/1453.png,4,3,2,2
1453,train_data/1454.png,3,1,3,0
1454,train_data/1455.png,4,2,4,0
1455,train_data/1456.png,9,2,6,3
1456,train_data/1457.png,4,2,4,0
1457,train_data/1458.png,7,2,6,1
1458,train_data/1459.png,2,3,1,1
1459,train_data/1460.png,1,3,1,0
1460,train_data/1461.png,5,1,5,0
1461,train_data/1462.png,5,3,4,1
1462,train_data/1463.png,5,3,4,1
1463,train_data/1464.png,0,2,0,0
1464,train_data/1465.png,8,1,8,0
1465,train_data/1466.png,2,1,2,0
1466,train_data/1467.png,10,1,10,0
1467,train_data/1468.png,6,1,6,0
1468,train_data/1469.png,8,2,8,0
1469,train_data/1470.png,6,2,5,1
1470,train_data/1471.png,9,1,9,0
1471,train_data/1472.png,10,1,9,1
1472,train_data/1473.png,3,2,3,0
1473,train_data/1474.png,9,1,9,0
1474,train_data/1475.png,9,1,9,0
1475,train_data/1476.png,2,1,2,0
1476,train_data/1477.png,1,2,1,0
1477,train_data/1478.png,4,2,4,0
1478,train_data/1479.png,8,2,6,2
1479,train_data/1480.png,3,2,3,0
1480,train_data/1481.png,5,3,5,0
1481,train_data/1482.png,1,2,1,0
1482,train_data/1483.png,4,3,2,2
1483,train_data/1484.png,9,2,9,0
1484,train_data/1485.png,2,2,2,0
1485,train_data/1486.png,7,1,7,0
1486,train_data/1487.png,7,2,6,1
1487,train_data/1488.png,1,2,1,0
1488,train_data/1489.png,5,2,5,0
1489,train_data/1490.png,6,2,6,0
1490,train_data/1491.png,3,1,3,0
1491,train_data/1492.png,4,3,0,4
1492,train_data/1493.png,7,1,7,0
1493,train_data/1494.png,3,3,3,0
1494,train_data/1495.png,5,3,4,1
